10000 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '26446', 'pageindex': 0, 'classname': '（1）班', 'classid': '26553', 'schoolname': '周恩来红军小学', 'gradeid': '26452', 'draw': 0, 'isadmin': 0, 'length': 10}]
80114 [{'gradename': '七年级', 'start': 0, 'pageno': 1, 'schoolid': '6103', 'pageindex': 0, 'classname': '（1）班', 'classid': '6306', 'schoolname': '浙师大附属永康崇德学校', 'gradeid': '6269', 'draw': 0, 'isadmin': 0, 'length': 10}]
80115 [{'gradename': '初一年级', 'start': 0, 'pageno': 1, 'schoolid': '23709', 'pageindex': 0, 'classname': '（41）班', 'classid': '25712', 'schoolname': '泗阳致远中学初中部', 'gradeid': '23710', 'draw': 0, 'isadmin': 0, 'length': 10}]
80117 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '10906', 'pageindex': 0, 'classname': '（1）班', 'classid': '10913', 'schoolname': '苏州金阊实验小学', 'gradeid': '10907', 'draw': 0, 'isadmin': 0, 'length': 10}]
80121 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '1048', 'pageindex': 0, 'classname': '（5）班', 'classid': '2281', 'schoolname': '南京晓庄学院滨河实验学校', 'gradeid': '2248', 'draw': 0, 'isadmin': 0, 'length': 10}]
80122 [{'gradename': '行政楼', 'start': 0, 'pageno': 1, 'schoolid': '9352', 'pageindex': 0, 'classname': '校长室', 'classid': '9842', 'schoolname': '水丰路小学分校', 'gradeid': '9839', 'draw': 0, 'isadmin': 0, 'length': 10}]
80124 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '7405', 'pageindex': 0, 'classname': '（1）班', 'classid': '7762', 'schoolname': '嘉兴市蓝翔实验学校', 'gradeid': '7731', 'draw': 0, 'isadmin': 0, 'length': 10}]
80125 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '15975', 'pageindex': 0, 'classname': '（9）班', 'classid': '18582', 'schoolname': '昆明市五华区红旗小学靖国校区', 'gradeid': '16455', 'draw': 0, 'isadmin': 0, 'length': 10}]
80128 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '1041', 'pageindex': 0, 'classname': '（1）班', 'classid': '2034', 'schoolname': '常熟市东南实验小学', 'gradeid': '2033', 'draw': 0, 'isadmin': 0, 'length': 10}]
80132 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '2781', 'pageindex': 0, 'classname': '（5）班', 'classid': '2841', 'schoolname': '太仓市弇山小学', 'gradeid': '2816', 'draw': 0, 'isadmin': 0, 'length': 10}]
80137 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '11319', 'pageindex': 0, 'classname': '（2）班', 'classid': '14532', 'schoolname': '杜曲街道中心学校', 'gradeid': '13795', 'draw': 0, 'isadmin': 0, 'length': 10}]
80138 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '7909', 'pageindex': 0, 'classname': '（3）班', 'classid': '7941', 'schoolname': '嘉兴市秀洲区磻溪教育集团', 'gradeid': '7914', 'draw': 0, 'isadmin': 0, 'length': 10}]
80140 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '6837', 'pageindex': 0, 'classname': '（6）班', 'classid': '6879', 'schoolname': '南京市北京东路小学', 'gradeid': '6843', 'draw': 0, 'isadmin': 0, 'length': 10}]
80150 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '3040', 'pageindex': 0, 'classname': '二班', 'classid': '3267', 'schoolname': '太仓市实验小学', 'gradeid': '3251', 'draw': 0, 'isadmin': 0, 'length': 10}]
80153 [{'gradename': '大班', 'start': 0, 'pageno': 1, 'schoolid': '11137', 'pageindex': 0, 'classname': '（1）班', 'classid': '13155', 'schoolname': '杜曲街道中心幼儿园', 'gradeid': '12941', 'draw': 0, 'isadmin': 0, 'length': 10}]
80156 [{'gradename': '综合楼一楼', 'start': 0, 'pageno': 1, 'schoolid': '944', 'pageindex': 0, 'classname': '3', 'classid': '2059', 'schoolname': '南京市溧水区状元坊小学', 'gradeid': '2056', 'draw': 0, 'isadmin': 0, 'length': 10}]
80159 [{'gradename': '初三 ', 'start': 0, 'pageno': 1, 'schoolid': '8286', 'pageindex': 0, 'classname': '（7）班', 'classid': '15830', 'schoolname': '江苏省溧水高级中学附属初级中学', 'gradeid': '15787', 'draw': 0, 'isadmin': 0, 'length': 10}]
80164 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '15928', 'pageindex': 0, 'classname': '（2）班', 'classid': '17125', 'schoolname': '康平县两家子九年一贯制学校', 'gradeid': '16197', 'draw': 0, 'isadmin': 0, 'length': 10}]
80167 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11108', 'pageindex': 0, 'classname': '（1）班', 'classid': '11878', 'schoolname': '西安市长安区韦曲街道橡树湾幼儿园', 'gradeid': '11874', 'draw': 0, 'isadmin': 0, 'length': 10}]
80173 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '1', 'pageindex': 0, 'classname': '（5）班', 'classid': '712', 'schoolname': '苏州紫橙实验学校', 'gradeid': '686', 'draw': 0, 'isadmin': 0, 'length': 10}]
80175 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '6405', 'pageindex': 0, 'classname': '（2）班', 'classid': '7128', 'schoolname': '盐城市射阳县港城实验小学', 'gradeid': '7102', 'draw': 0, 'isadmin': 0, 'length': 10}]
80176 [{'gradename': '七年级', 'start': 0, 'pageno': 1, 'schoolid': '8440', 'pageindex': 0, 'classname': '（4）班', 'classid': '8449', 'schoolname': '南京市浦口区乌江学校', 'gradeid': '8442', 'draw': 0, 'isadmin': 0, 'length': 10}]
80180 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '23926', 'pageindex': 0, 'classname': '（3）班', 'classid': '24223', 'schoolname': '广州康乐小学', 'gradeid': '24201', 'draw': 0, 'isadmin': 0, 'length': 10}]
80190 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '11355', 'pageindex': 0, 'classname': '（5）班', 'classid': '22925', 'schoolname': '韦曲中心学校', 'gradeid': '14001', 'draw': 0, 'isadmin': 0, 'length': 10}]
80193 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '9176', 'pageindex': 0, 'classname': '（5）班', 'classid': '9242', 'schoolname': '厦门大学附属实验中学', 'gradeid': '9182', 'draw': 0, 'isadmin': 0, 'length': 10}]
80216 [{'gradename': '其他人员', 'start': 0, 'pageno': 1, 'schoolid': '18711', 'pageindex': 0, 'classname': '工会', 'classid': '25196', 'schoolname': '扬州文津中学', 'gradeid': '24893', 'draw': 0, 'isadmin': 0, 'length': 10}]
80218 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '77', 'pageindex': 0, 'classname': '（3）班', 'classid': '103', 'schoolname': '苏州带城实验小学', 'gradeid': '80', 'draw': 0, 'isadmin': 0, 'length': 10}]
80224 [{'gradename': '启智楼', 'start': 0, 'pageno': 1, 'schoolid': '3613', 'pageindex': 0, 'classname': '美术室', 'classid': '4175', 'schoolname': '南京市溧水区东屏初级中学', 'gradeid': '4174', 'draw': 0, 'isadmin': 0, 'length': 10}]
80227 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '11390', 'pageindex': 0, 'classname': '（3）班', 'classid': '15260', 'schoolname': '长安区第二小学', 'gradeid': '14180', 'draw': 0, 'isadmin': 0, 'length': 10}]
80228 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '4775', 'pageindex': 0, 'classname': '（7）班', 'classid': '5467', 'schoolname': '南通市北城小学', 'gradeid': '5412', 'draw': 0, 'isadmin': 0, 'length': 10}]
80233 [{'gradename': '中学北教学楼', 'start': 0, 'pageno': 1, 'schoolid': '1048', 'pageindex': 0, 'classname': '四楼东3', 'classid': '2419', 'schoolname': '南京晓庄学院滨河实验学校', 'gradeid': '2409', 'draw': 0, 'isadmin': 0, 'length': 10}]
80242 [{'gradename': '大班', 'start': 0, 'pageno': 1, 'schoolid': '11117', 'pageindex': 0, 'classname': '（3）班', 'classid': '12330', 'schoolname': '美林幼儿园', 'gradeid': '12168', 'draw': 0, 'isadmin': 0, 'length': 10}]
80249 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '843', 'pageindex': 0, 'classname': '（1）班', 'classid': '846', 'schoolname': '苏州市第六中学校', 'gradeid': '844', 'draw': 0, 'isadmin': 0, 'length': 10}]
80254 [{'gradename': '大班', 'start': 0, 'pageno': 1, 'schoolid': '11090', 'pageindex': 0, 'classname': '（3）班', 'classid': '11484', 'schoolname': '中国空间技术研究院西安分院幼儿园', 'gradeid': '11464', 'draw': 0, 'isadmin': 0, 'length': 10}]
80256 [{'gradename': '八年级', 'start': 0, 'pageno': 1, 'schoolid': '1439', 'pageindex': 0, 'classname': '（10）班', 'classid': '5565', 'schoolname': '广丰一中锐境学校', 'gradeid': '1441', 'draw': 0, 'isadmin': 0, 'length': 10}]
80258 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '2117', 'pageindex': 0, 'classname': '（2）班', 'classid': '2666', 'schoolname': '徐州丰县广宇中英文学校', 'gradeid': '2628', 'draw': 0, 'isadmin': 0, 'length': 10}]
80262 [{'gradename': '未分配', 'start': 0, 'pageno': 1, 'schoolid': '4885', 'pageindex': 0, 'classname': '机器', 'classid': '5224', 'schoolname': '衢州兴华中学', 'gradeid': '5223', 'draw': 0, 'isadmin': 0, 'length': 10}]
80265 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '11410', 'pageindex': 0, 'classname': '三班', 'classid': '12674', 'schoolname': '长安区第九中学', 'gradeid': '12671', 'draw': 0, 'isadmin': 0, 'length': 10}]
80287 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '6571', 'pageindex': 0, 'classname': '（4）班', 'classid': '6581', 'schoolname': '洛阳西工区外国语小学', 'gradeid': '6572', 'draw': 0, 'isadmin': 0, 'length': 10}]
80289 [{'gradename': '中班', 'start': 0, 'pageno': 1, 'schoolid': '11290', 'pageindex': 0, 'classname': '（2）班', 'classid': '13609', 'schoolname': '长安家园幼儿园', 'gradeid': '13124', 'draw': 0, 'isadmin': 0, 'length': 10}]
80304 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '23073', 'pageindex': 0, 'classname': '（4）班', 'classid': '23108', 'schoolname': '江阴市山观高级中学', 'gradeid': '23083', 'draw': 0, 'isadmin': 0, 'length': 10}]
80306 [{'gradename': '初一年级', 'start': 0, 'pageno': 1, 'schoolid': '15936', 'pageindex': 0, 'classname': '（3）班', 'classid': '17316', 'schoolname': '绍兴市镜湖中学', 'gradeid': '16251', 'draw': 0, 'isadmin': 0, 'length': 10}]
80307 [{'gradename': '多媒体功能教室', 'start': 0, 'pageno': 1, 'schoolid': '7512', 'pageindex': 0, 'classname': '音乐1', 'classid': '7832', 'schoolname': '南京溧水经济开发区小学', 'gradeid': '7827', 'draw': 0, 'isadmin': 0, 'length': 10}]
80309 [{'gradename': '初一年级', 'start': 0, 'pageno': 1, 'schoolid': '23709', 'pageindex': 0, 'classname': '（26）班', 'classid': '25030', 'schoolname': '泗阳致远中学初中部', 'gradeid': '23710', 'draw': 0, 'isadmin': 0, 'length': 10}]
80321 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '1060', 'pageindex': 0, 'classname': '（4）班', 'classid': '2757', 'schoolname': '徐州市民主路小学', 'gradeid': '2730', 'draw': 0, 'isadmin': 0, 'length': 10}]
80325 [{'gradename': '2018级', 'start': 0, 'pageno': 1, 'schoolid': '2997', 'pageindex': 0, 'classname': '（5）班', 'classid': '3458', 'schoolname': '泰安师范附属学校', 'gradeid': '3057', 'draw': 0, 'isadmin': 0, 'length': 10}]
80326 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '25739', 'pageindex': 0, 'classname': '（1）班', 'classid': '25851', 'schoolname': '亳州新方学校', 'gradeid': '25831', 'draw': 0, 'isadmin': 0, 'length': 10}]
80332 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '6176', 'pageindex': 0, 'classname': '（10）班', 'classid': '6552', 'schoolname': '太仓市明德高级中学', 'gradeid': '6178', 'draw': 0, 'isadmin': 0, 'length': 10}]
80336 [{'gradename': '2018级', 'start': 0, 'pageno': 1, 'schoolid': '23752', 'pageindex': 0, 'classname': '学前教育大专（2）班', 'classid': '23778', 'schoolname': '西安旅游职业中等专业学校', 'gradeid': '23754', 'draw': 0, 'isadmin': 0, 'length': 10}]
80338 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '11360', 'pageindex': 0, 'classname': '（1）班', 'classid': '14964', 'schoolname': '五台街道中心学校', 'gradeid': '14031', 'draw': 0, 'isadmin': 0, 'length': 10}]
80350 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '7512', 'pageindex': 0, 'classname': '（7）班', 'classid': '23920', 'schoolname': '南京溧水经济开发区小学', 'gradeid': '7513', 'draw': 0, 'isadmin': 0, 'length': 10}]
80354 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11278', 'pageindex': 0, 'classname': '（3）班', 'classid': '13518', 'schoolname': '西安市长安区郭杜街道雅居乐幼儿园', 'gradeid': '13090', 'draw': 0, 'isadmin': 0, 'length': 10}]
80358 [{'gradename': '未分配', 'start': 0, 'pageno': 1, 'schoolid': '7405', 'pageindex': 0, 'classname': '（1）班', 'classid': '7876', 'schoolname': '嘉兴市蓝翔实验学校', 'gradeid': '7875', 'draw': 0, 'isadmin': 0, 'length': 10}]
80359 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '23074', 'pageindex': 0, 'classname': '（5）班', 'classid': '23121', 'schoolname': '江苏省南菁高级中学', 'gradeid': '23114', 'draw': 0, 'isadmin': 0, 'length': 10}]
80366 [{'gradename': '2019级', 'start': 0, 'pageno': 1, 'schoolid': '23752', 'pageindex': 0, 'classname': '专业提升（5）班', 'classid': '23795', 'schoolname': '西安旅游职业中等专业学校', 'gradeid': '23755', 'draw': 0, 'isadmin': 0, 'length': 10}]
80371 [{'gradename': '备用', 'start': 0, 'pageno': 1, 'schoolid': '1387', 'pageindex': 0, 'classname': '设备', 'classid': '3539', 'schoolname': '上饶市广丰一中', 'gradeid': '3537', 'draw': 0, 'isadmin': 0, 'length': 10}]
80372 [{'gradename': '初二', 'start': 0, 'pageno': 1, 'schoolid': '2777', 'pageindex': 0, 'classname': '（17）班', 'classid': '3447', 'schoolname': '射阳县第三中学', 'gradeid': '3409', 'draw': 0, 'isadmin': 0, 'length': 10}]
80378 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '6176', 'pageindex': 0, 'classname': '（9）班', 'classid': '6528', 'schoolname': '太仓市明德高级中学', 'gradeid': '6177', 'draw': 0, 'isadmin': 0, 'length': 10}]
80379 [{'gradename': '小班', 'start': 0, 'pageno': 1, 'schoolid': '11295', 'pageindex': 0, 'classname': '（2）班', 'classid': '13657', 'schoolname': '西安市长安区终南天际幼儿园', 'gradeid': '13138', 'draw': 0, 'isadmin': 0, 'length': 10}]
80383 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '11336', 'pageindex': 0, 'classname': '（10）班', 'classid': '14759', 'schoolname': '南街小学', 'gradeid': '13895', 'draw': 0, 'isadmin': 0, 'length': 10}]
80395 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '10671', 'pageindex': 0, 'classname': '（1）班', 'classid': '10708', 'schoolname': '合肥市第五中学', 'gradeid': '10703', 'draw': 0, 'isadmin': 0, 'length': 10}]
80396 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '1068', 'pageindex': 0, 'classname': '（3）班', 'classid': '1640', 'schoolname': '连云港市赣榆县第一中学', 'gradeid': '1637', 'draw': 0, 'isadmin': 0, 'length': 10}]
80398 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '23940', 'pageindex': 0, 'classname': '（1）班', 'classid': '24487', 'schoolname': '五华县梅林镇黄沙小学', 'gradeid': '24473', 'draw': 0, 'isadmin': 0, 'length': 10}]
80400 [{'gradename': '大班', 'start': 0, 'pageno': 1, 'schoolid': '11117', 'pageindex': 0, 'classname': '（4）班', 'classid': '12331', 'schoolname': '美林幼儿园', 'gradeid': '12168', 'draw': 0, 'isadmin': 0, 'length': 10}]
80405 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '1662', 'pageindex': 0, 'classname': '（8）班', 'classid': '1695', 'schoolname': '新沂市新华小学', 'gradeid': '1665', 'draw': 0, 'isadmin': 0, 'length': 10}]
80415 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '10029', 'pageindex': 0, 'classname': '（5）班', 'classid': '10040', 'schoolname': '南京市浦口区新浦实验小学', 'gradeid': '10030', 'draw': 0, 'isadmin': 0, 'length': 10}]
80416 [{'gradename': '四', 'start': 0, 'pageno': 1, 'schoolid': '3747', 'pageindex': 0, 'classname': '（9）荷花班', 'classid': '3878', 'schoolname': '泗阳县众兴实验小学', 'gradeid': '3853', 'draw': 0, 'isadmin': 0, 'length': 10}]
80420 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '10338', 'pageindex': 0, 'classname': '（7）班', 'classid': '10383', 'schoolname': '广州市越秀区中星小学', 'gradeid': '10343', 'draw': 0, 'isadmin': 0, 'length': 10}]
80422 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '11410', 'pageindex': 0, 'classname': '一班', 'classid': '12813', 'schoolname': '长安区第九中学', 'gradeid': '12661', 'draw': 0, 'isadmin': 0, 'length': 10}]
80426 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '4320', 'pageindex': 0, 'classname': '（7）班', 'classid': '4360', 'schoolname': '上海市金山亭林小学', 'gradeid': '4322', 'draw': 0, 'isadmin': 0, 'length': 10}]
80430 [{'gradename': 'LED大屏', 'start': 0, 'pageno': 1, 'schoolid': '3943', 'pageindex': 0, 'classname': '保安室', 'classid': '4168', 'schoolname': '南京溧水区公交幼儿园', 'gradeid': '4167', 'draw': 0, 'isadmin': 0, 'length': 10}]
80433 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '10395', 'pageindex': 0, 'classname': '（4）班', 'classid': '10473', 'schoolname': '新绛县西街实验小学北校', 'gradeid': '10459', 'draw': 0, 'isadmin': 0, 'length': 10}]
80437 [{'gradename': '七年级', 'start': 0, 'pageno': 1, 'schoolid': '9002', 'pageindex': 0, 'classname': '（5）班', 'classid': '9010', 'schoolname': '邹城四中', 'gradeid': '9003', 'draw': 0, 'isadmin': 0, 'length': 10}]
80440 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '15914', 'pageindex': 0, 'classname': '（5）班', 'classid': '16762', 'schoolname': '康平县滨湖实验小学', 'gradeid': '16082', 'draw': 0, 'isadmin': 0, 'length': 10}]
80441 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '23951', 'pageindex': 0, 'classname': '（3）班', 'classid': '24171', 'schoolname': '博爱学校', 'gradeid': '23977', 'draw': 0, 'isadmin': 0, 'length': 10}]
80458 [{'gradename': '走廊', 'start': 0, 'pageno': 1, 'schoolid': '3675', 'pageindex': 0, 'classname': '一', 'classid': '4877', 'schoolname': '常熟市东南幼儿园', 'gradeid': '4876', 'draw': 0, 'isadmin': 0, 'length': 10}]
80463 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '15969', 'pageindex': 0, 'classname': '（2）班', 'classid': '18422', 'schoolname': '昆明市五华区壁光小学', 'gradeid': '16423', 'draw': 0, 'isadmin': 0, 'length': 10}]
80466 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '11410', 'pageindex': 0, 'classname': '六班', 'classid': '12689', 'schoolname': '长安区第九中学', 'gradeid': '12670', 'draw': 0, 'isadmin': 0, 'length': 10}]
80468 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '23951', 'pageindex': 0, 'classname': '（15）班', 'classid': '24048', 'schoolname': '博爱学校', 'gradeid': '23969', 'draw': 0, 'isadmin': 0, 'length': 10}]
80477 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '23931', 'pageindex': 0, 'classname': '（4）班', 'classid': '24661', 'schoolname': '五华县梅林镇第一小学', 'gradeid': '24627', 'draw': 0, 'isadmin': 0, 'length': 10}]
80479 [{'gradename': '公共区域大屏', 'start': 0, 'pageno': 1, 'schoolid': '7512', 'pageindex': 0, 'classname': '七号楼三层西', 'classid': '8238', 'schoolname': '南京溧水经济开发区小学', 'gradeid': '7591', 'draw': 0, 'isadmin': 0, 'length': 10}]
80486 [{'gradename': '大班', 'start': 0, 'pageno': 1, 'schoolid': '11302', 'pageindex': 0, 'classname': '（1）班', 'classid': '22207', 'schoolname': '西安市长安区郭杜街道博苑幼儿园', 'gradeid': '22202', 'draw': 0, 'isadmin': 0, 'length': 10}]
80491 [{'gradename': '三年级', 'start': 0, 'pageno': 1, 'schoolid': '1048', 'pageindex': 0, 'classname': '（11）班', 'classid': '2276', 'schoolname': '南京晓庄学院滨河实验学校', 'gradeid': '2246', 'draw': 0, 'isadmin': 0, 'length': 10}]
80501 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '3782', 'pageindex': 0, 'classname': '（3）班', 'classid': '3813', 'schoolname': '泰州市姜堰区实验小学教育集团', 'gradeid': '3787', 'draw': 0, 'isadmin': 0, 'length': 10}]
80510 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '15837', 'pageindex': 0, 'classname': '（12）班', 'classid': '24900', 'schoolname': '长安一中', 'gradeid': '15838', 'draw': 0, 'isadmin': 0, 'length': 10}]
80515 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '5755', 'pageindex': 0, 'classname': '（2）班', 'classid': '5773', 'schoolname': '嘉兴南湖创业学校', 'gradeid': '5761', 'draw': 0, 'isadmin': 0, 'length': 10}]
80522 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '15912', 'pageindex': 0, 'classname': '（4）班', 'classid': '16720', 'schoolname': '康平县含光小学', 'gradeid': '16071', 'draw': 0, 'isadmin': 0, 'length': 10}]
80523 [{'gradename': '舞蹈', 'start': 0, 'pageno': 1, 'schoolid': '3575', 'pageindex': 0, 'classname': '舞蹈初级3-1', 'classid': '5292', 'schoolname': '遂昌县青少年宫', 'gradeid': '5247', 'draw': 0, 'isadmin': 0, 'length': 10}]
80524 [{'gradename': '八年级', 'start': 0, 'pageno': 1, 'schoolid': '2117', 'pageindex': 0, 'classname': '（2）班', 'classid': '2166', 'schoolname': '徐州丰县广宇中英文学校', 'gradeid': '2155', 'draw': 0, 'isadmin': 0, 'length': 10}]
80533 [{'gradename': '保安', 'start': 0, 'pageno': 1, 'schoolid': '11094', 'pageindex': 0, 'classname': '（1）班', 'classid': '11559', 'schoolname': '军艺幼儿园', 'gradeid': '11533', 'draw': 0, 'isadmin': 0, 'length': 10}]
80539 [{'gradename': '计算机教室', 'start': 0, 'pageno': 1, 'schoolid': '7012', 'pageindex': 0, 'classname': '二', 'classid': '7318', 'schoolname': '南京市溧水区第三小学', 'gradeid': '7316', 'draw': 0, 'isadmin': 0, 'length': 10}]
80540 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '748', 'pageindex': 0, 'classname': '（1）班', 'classid': '757', 'schoolname': '江山贺村第二小学', 'gradeid': '2322', 'draw': 0, 'isadmin': 0, 'length': 10}]
80542 [{'gradename': '高二', 'start': 0, 'pageno': 1, 'schoolid': '6176', 'pageindex': 0, 'classname': '（13）班', 'classid': '6555', 'schoolname': '太仓市明德高级中学', 'gradeid': '6178', 'draw': 0, 'isadmin': 0, 'length': 10}]
80555 [{'gradename': '五年级', 'start': 0, 'pageno': 1, 'schoolid': '11373', 'pageindex': 0, 'classname': '（3）班', 'classid': '18790', 'schoolname': '西大附小橡树湾分校', 'gradeid': '18765', 'draw': 0, 'isadmin': 0, 'length': 10}]
80558 [{'gradename': '二年级', 'start': 0, 'pageno': 1, 'schoolid': '23947', 'pageindex': 0, 'classname': '（1）班', 'classid': '24337', 'schoolname': '五华县梅林镇中心小学第二校区', 'gradeid': '24327', 'draw': 0, 'isadmin': 0, 'length': 10}]
80571 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '3612', 'pageindex': 0, 'classname': '（2）班', 'classid': '3659', 'schoolname': '南京市溧水区白马中学', 'gradeid': '3655', 'draw': 0, 'isadmin': 0, 'length': 10}]
80577 [{'gradename': '五年级（原）', 'start': 0, 'pageno': 1, 'schoolid': '4417', 'pageindex': 0, 'classname': '（2）', 'classid': '7490', 'schoolname': '上海理工大学附属小学', 'gradeid': '7488', 'draw': 0, 'isadmin': 0, 'length': 10}]
80581 [{'gradename': '2-', 'start': 0, 'pageno': 1, 'schoolid': '26181', 'pageindex': 0, 'classname': '3', 'classid': '26189', 'schoolname': '武汉大兴第一实验小学', 'gradeid': '26182', 'draw': 0, 'isadmin': 0, 'length': 10}]
80593 [{'gradename': '高三', 'start': 0, 'pageno': 1, 'schoolid': '810', 'pageindex': 0, 'classname': '（4）班', 'classid': '838', 'schoolname': '江山市清湖高级中学', 'gradeid': '834', 'draw': 0, 'isadmin': 0, 'length': 10}]
80597 [{'gradename': '六年级', 'start': 0, 'pageno': 1, 'schoolid': '26446', 'pageindex': 0, 'classname': '（20）班', 'classid': '26572', 'schoolname': '周恩来红军小学', 'gradeid': '26452', 'draw': 0, 'isadmin': 0, 'length': 10}]
80601 [{'gradename': '初三', 'start': 0, 'pageno': 1, 'schoolid': '11430', 'pageindex': 0, 'classname': '（4）班', 'classid': '11947', 'schoolname': '子午初中', 'gradeid': '11933', 'draw': 0, 'isadmin': 0, 'length': 10}]
80603 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '15837', 'pageindex': 0, 'classname': '（1）班', 'classid': '15841', 'schoolname': '长安一中', 'gradeid': '15838', 'draw': 0, 'isadmin': 0, 'length': 10}]
80607 [{'gradename': '高二1部', 'start': 0, 'pageno': 1, 'schoolid': '7955', 'pageindex': 0, 'classname': '（4）班', 'classid': '8002', 'schoolname': '江苏省泗阳致远中学', 'gradeid': '7959', 'draw': 0, 'isadmin': 0, 'length': 10}]
80610 [{'gradename': '一年级', 'start': 0, 'pageno': 1, 'schoolid': '944', 'pageindex': 0, 'classname': '（7）班', 'classid': '7435', 'schoolname': '南京市溧水区状元坊小学', 'gradeid': '7428', 'draw': 0, 'isadmin': 0, 'length': 10}]
80621 [{'gradename': '高一', 'start': 0, 'pageno': 1, 'schoolid': '23951', 'pageindex': 0, 'classname': '（3）班', 'classid': '24164', 'schoolname': '博爱学校', 'gradeid': '23976', 'draw': 0, 'isadmin': 0, 'length': 10}]
80629 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '289', 'pageindex': 0, 'classname': '（2）班', 'classid': '310', 'schoolname': '苏州工业园区翰林小学', 'gradeid': '308', 'draw': 0, 'isadmin': 0, 'length': 10}]
80632 [{'gradename': '四年级', 'start': 0, 'pageno': 1, 'schoolid': '11405', 'pageindex': 0, 'classname': '（2）班', 'classid': '15481', 'schoolname': '子午街道中心学校', 'gradeid': '14257', 'draw': 0, 'isadmin': 0, 'length': 10}]
80634 [{'gradename': '初一', 'start': 0, 'pageno': 1, 'schoolid': '22962', 'pageindex': 0, 'classname': '（2）班', 'classid': '22967', 'schoolname': '江阴初级中学', 'gradeid': '22963', 'draw': 0, 'isadmin': 0, 'length': 10}]
