10012 [{'pageno': 1, 'start': 0, 'classname': '（6）百合班', 'schoolid': '3747', 'isadmin': 0, 'classid': '3887', 'draw': 0, 'gradeid': '3854', 'schoolname': '泗阳县众兴实验小学', 'gradename': '五', 'pageindex': 0, 'length': 10}]
93066 [{'pageno': 1, 'start': 0, 'classname': '（15）班', 'schoolid': '2206', 'isadmin': 0, 'classid': '6707', 'draw': 0, 'gradeid': '6691', 'schoolname': '江山二中', 'gradename': '七年级', 'pageindex': 0, 'length': 10}]
93091 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '6405', 'isadmin': 0, 'classid': '7105', 'draw': 0, 'gradeid': '7101', 'schoolname': '盐城市射阳县港城实验小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
93122 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '2916', 'isadmin': 0, 'classid': '3006', 'draw': 0, 'gradeid': '3000', 'schoolname': '太仓市科教新城实验小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
93136 [{'pageno': 1, 'start': 0, 'classname': '六班', 'schoolid': '3040', 'isadmin': 0, 'classid': '3278', 'draw': 0, 'gradeid': '3252', 'schoolname': '太仓市实验小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
93140 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '7012', 'isadmin': 0, 'classid': '7282', 'draw': 0, 'gradeid': '7015', 'schoolname': '南京市溧水区第三小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
93147 [{'pageno': 1, 'start': 0, 'classname': '（8）班', 'schoolid': '1768', 'isadmin': 0, 'classid': '1799', 'draw': 0, 'gradeid': '1769', 'schoolname': '衢州市实验学校', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
93165 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '1662', 'isadmin': 0, 'classid': '1702', 'draw': 0, 'gradeid': '1666', 'schoolname': '新沂市新华小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
93171 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '910', 'isadmin': 0, 'classid': '914', 'draw': 0, 'gradeid': '911', 'schoolname': '郑州市第二十四中学', 'gradename': '高二', 'pageindex': 0, 'length': 10}]
93181 [{'pageno': 1, 'start': 0, 'classname': '（19）班', 'schoolid': '5600', 'isadmin': 0, 'classid': '5625', 'draw': 0, 'gradeid': '5602', 'schoolname': '射阳县初级中学', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
93193 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '4390', 'isadmin': 0, 'classid': '4409', 'draw': 0, 'gradeid': '4393', 'schoolname': '上海市亭林中学', 'gradename': '高三111', 'pageindex': 0, 'length': 10}]
93225 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '6192', 'isadmin': 0, 'classid': '6210', 'draw': 0, 'gradeid': '6196', 'schoolname': '天台始丰小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
93265 [{'pageno': 1, 'start': 0, 'classname': '（17）班', 'schoolid': '2777', 'isadmin': 0, 'classid': '3425', 'draw': 0, 'gradeid': '2778', 'schoolname': '射阳县第三中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
93270 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '4028', 'isadmin': 0, 'classid': '4086', 'draw': 0, 'gradeid': '4031', 'schoolname': '衢州市兴华中学', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
93283 [{'pageno': 1, 'start': 0, 'classname': '2', 'schoolid': '944', 'isadmin': 0, 'classid': '2072', 'draw': 0, 'gradeid': '2070', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '综合楼四楼', 'pageindex': 0, 'length': 10}]
93287 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '551', 'isadmin': 0, 'classid': '653', 'draw': 0, 'gradeid': '585', 'schoolname': '苏州星海实验中学', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
93320 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '7512', 'isadmin': 0, 'classid': '7563', 'draw': 0, 'gradeid': '7515', 'schoolname': '南京溧水经济开发区小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
93328 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '944', 'isadmin': 0, 'classid': '1917', 'draw': 0, 'gradeid': '1656', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
93340 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '4121', 'isadmin': 0, 'classid': '4123', 'draw': 0, 'gradeid': '4122', 'schoolname': '衢州柯城区华墅初级中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
93438 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '2920', 'isadmin': 0, 'classid': '3204', 'draw': 0, 'gradeid': '3177', 'schoolname': '温州市龙湾区永兴第二小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
93442 [{'pageno': 1, 'start': 0, 'classname': '一楼东楼梯口', 'schoolid': '6837', 'isadmin': 0, 'classid': '6949', 'draw': 0, 'gradeid': '6948', 'schoolname': '南京市北京东路小学', 'gradename': '思源楼', 'pageindex': 0, 'length': 10}]
93456 [{'pageno': 1, 'start': 0, 'classname': '（8）班', 'schoolid': '1057', 'isadmin': 0, 'classid': '1248', 'draw': 0, 'gradeid': '1203', 'schoolname': '江苏省太仓高级中学', 'gradename': '高    三', 'pageindex': 0, 'length': 10}]
93462 [{'pageno': 1, 'start': 0, 'classname': '一', 'schoolid': '810', 'isadmin': 0, 'classid': '2571', 'draw': 0, 'gradeid': '2570', 'schoolname': '江山市清湖高级中学', 'gradename': '待分配', 'pageindex': 0, 'length': 10}]
93475 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '5499', 'isadmin': 0, 'classid': '6637', 'draw': 0, 'gradeid': '6633', 'schoolname': '苏州湾实验小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
93518 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '1387', 'isadmin': 0, 'classid': '1436', 'draw': 0, 'gradeid': '1392', 'schoolname': '上饶市广丰一中', 'gradename': '17实验班', 'pageindex': 0, 'length': 10}]
93527 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '944', 'isadmin': 0, 'classid': '7343', 'draw': 0, 'gradeid': '7336', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
93528 [{'pageno': 1, 'start': 0, 'classname': '一', 'schoolid': '3613', 'isadmin': 0, 'classid': '3626', 'draw': 0, 'gradeid': '3625', 'schoolname': '南京市溧水区东屏初级中学', 'gradename': '未分配', 'pageindex': 0, 'length': 10}]
93538 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '3406', 'isadmin': 0, 'classid': '3518', 'draw': 0, 'gradeid': '3489', 'schoolname': '温州市龙湾区外国语小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
93551 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '5600', 'isadmin': 0, 'classid': '5664', 'draw': 0, 'gradeid': '5602', 'schoolname': '射阳县初级中学', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
93566 [{'pageno': 1, 'start': 0, 'classname': '（8）班', 'schoolid': '3036', 'isadmin': 0, 'classid': '3148', 'draw': 0, 'gradeid': '3128', 'schoolname': '太仓市新区第三小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
93574 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '3849', 'isadmin': 0, 'classid': '4627', 'draw': 0, 'gradeid': '4617', 'schoolname': '泗阳县众兴实验小学西校区', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
93589 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '3454', 'isadmin': 0, 'classid': '4570', 'draw': 0, 'gradeid': '4553', 'schoolname': '南京市溧水区石湫中心小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
93621 [{'pageno': 1, 'start': 0, 'classname': '（10）班', 'schoolid': '3615', 'isadmin': 0, 'classid': '3710', 'draw': 0, 'gradeid': '3680', 'schoolname': '南京市金陵中学溧水分校', 'gradename': '初三 ', 'pageindex': 0, 'length': 10}]
93623 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '3612', 'isadmin': 0, 'classid': '3665', 'draw': 0, 'gradeid': '3656', 'schoolname': '南京市溧水区白马中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
93627 [{'pageno': 1, 'start': 0, 'classname': '（16）班', 'schoolid': '6405', 'isadmin': 0, 'classid': '7120', 'draw': 0, 'gradeid': '7101', 'schoolname': '盐城市射阳县港城实验小学', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
93631 [{'pageno': 1, 'start': 0, 'classname': '综高三(4)班', 'schoolid': '6180', 'isadmin': 0, 'classid': '7379', 'draw': 0, 'gradeid': '7347', 'schoolname': '南京市溧水区溧水中专校', 'gradename': '单招部', 'pageindex': 0, 'length': 10}]
93634 [{'pageno': 1, 'start': 0, 'classname': '科创室', 'schoolid': '3744', 'isadmin': 0, 'classid': '4831', 'draw': 0, 'gradeid': '4810', 'schoolname': '南京市溧水区石湫镇中心小学', 'gradename': '功能室-', 'pageindex': 0, 'length': 10}]
93637 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '7012', 'isadmin': 0, 'classid': '7313', 'draw': 0, 'gradeid': '7308', 'schoolname': '南京市溧水区第三小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
93642 [{'pageno': 1, 'start': 0, 'classname': '（17）班', 'schoolid': '1068', 'isadmin': 0, 'classid': '5497', 'draw': 0, 'gradeid': '1637', 'schoolname': '连云港市赣榆县第一中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
93644 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '5858', 'isadmin': 0, 'classid': '6006', 'draw': 0, 'gradeid': '5875', 'schoolname': '北京新东方扬州外国语学校', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
93645 [{'pageno': 1, 'start': 0, 'classname': '18电商', 'schoolid': '6180', 'isadmin': 0, 'classid': '6916', 'draw': 0, 'gradeid': '6911', 'schoolname': '南京市溧水区溧水中专校', 'gradename': '文经部', 'pageindex': 0, 'length': 10}]
93646 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '5499', 'isadmin': 0, 'classid': '5516', 'draw': 0, 'gradeid': '5502', 'schoolname': '苏州湾实验小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
93678 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '2117', 'isadmin': 0, 'classid': '2201', 'draw': 0, 'gradeid': '2156', 'schoolname': '徐州丰县广宇中英文学校', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
93681 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '1060', 'isadmin': 0, 'classid': '2767', 'draw': 0, 'gradeid': '2730', 'schoolname': '徐州市民主路小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
93684 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '551', 'isadmin': 0, 'classid': '635', 'draw': 0, 'gradeid': '584', 'schoolname': '苏州星海实验中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
93732 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '6103', 'isadmin': 0, 'classid': '6262', 'draw': 0, 'gradeid': '6104', 'schoolname': '永康崇德学校', 'gradename': '七年级', 'pageindex': 0, 'length': 10}]
93734 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '748', 'isadmin': 0, 'classid': '759', 'draw': 0, 'gradeid': '752', 'schoolname': '江山贺村第二小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
93744 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '955', 'isadmin': 0, 'classid': '1342', 'draw': 0, 'gradeid': '1323', 'schoolname': '上海理工大学附属中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
93750 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '810', 'isadmin': 0, 'classid': '824', 'draw': 0, 'gradeid': '812', 'schoolname': '江山市清湖高级中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
93839 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '5600', 'isadmin': 0, 'classid': '5640', 'draw': 0, 'gradeid': '5631', 'schoolname': '射阳县初级中学', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
93842 [{'pageno': 1, 'start': 0, 'classname': '化学实验室', 'schoolid': '3613', 'isadmin': 0, 'classid': '4170', 'draw': 0, 'gradeid': '4169', 'schoolname': '南京市溧水区东屏初级中学', 'gradename': '实验楼', 'pageindex': 0, 'length': 10}]
93857 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '2997', 'isadmin': 0, 'classid': '3070', 'draw': 0, 'gradeid': '3059', 'schoolname': '泰安师范附属学校', 'gradename': '2020级', 'pageindex': 0, 'length': 10}]
93914 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '6571', 'isadmin': 0, 'classid': '6578', 'draw': 0, 'gradeid': '6572', 'schoolname': '洛阳西工区外国语小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
93920 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '907', 'isadmin': 0, 'classid': '6619', 'draw': 0, 'gradeid': '6615', 'schoolname': '南京市旭东中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
93954 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '3216', 'isadmin': 0, 'classid': '3234', 'draw': 0, 'gradeid': '3220', 'schoolname': '南京汉开书院', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
93955 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '6037', 'isadmin': 0, 'classid': '6148', 'draw': 0, 'gradeid': '6124', 'schoolname': '太仓市浮桥中学', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
93970 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '5858', 'isadmin': 0, 'classid': '6773', 'draw': 0, 'gradeid': '6745', 'schoolname': '北京新东方扬州外国语学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
93990 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '1068', 'isadmin': 0, 'classid': '1173', 'draw': 0, 'gradeid': '1171', 'schoolname': '连云港市赣榆县第一中学', 'gradename': '高三2018', 'pageindex': 0, 'length': 10}]
93998 [{'pageno': 1, 'start': 0, 'classname': '（16）班', 'schoolid': '947', 'isadmin': 0, 'classid': '1659', 'draw': 0, 'gradeid': '951', 'schoolname': '江苏省溧水高级中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
94007 [{'pageno': 1, 'start': 0, 'classname': '硬笔书法中级1', 'schoolid': '3575', 'isadmin': 0, 'classid': '5328', 'draw': 0, 'gradeid': '5261', 'schoolname': '遂昌县青少年宫', 'gradename': '硬笔书法', 'pageindex': 0, 'length': 10}]
94012 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '3521', 'isadmin': 0, 'classid': '4793', 'draw': 0, 'gradeid': '4787', 'schoolname': '江阴市澄江中心小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
94020 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '748', 'isadmin': 0, 'classid': '802', 'draw': 0, 'gradeid': '750', 'schoolname': '江山贺村第二小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
94028 [{'pageno': 1, 'start': 0, 'classname': '硬笔书法新生班', 'schoolid': '3575', 'isadmin': 0, 'classid': '5332', 'draw': 0, 'gradeid': '5261', 'schoolname': '遂昌县青少年宫', 'gradename': '硬笔书法', 'pageindex': 0, 'length': 10}]
94062 [{'pageno': 1, 'start': 0, 'classname': '南大门', 'schoolid': '1041', 'isadmin': 0, 'classid': '4738', 'draw': 0, 'gradeid': '3304', 'schoolname': '常熟市东南实验小学', 'gradename': '公共区域大屏', 'pageindex': 0, 'length': 10}]
94065 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '2522', 'isadmin': 0, 'classid': '2941', 'draw': 0, 'gradeid': '2938', 'schoolname': '江苏省邳州市奚仲路小学', 'gradename': '苗苗班', 'pageindex': 0, 'length': 10}]
94074 [{'pageno': 1, 'start': 0, 'classname': '（8）班', 'schoolid': '6192', 'isadmin': 0, 'classid': '6239', 'draw': 0, 'gradeid': '6199', 'schoolname': '天台始丰小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
94077 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '944', 'isadmin': 0, 'classid': '7431', 'draw': 0, 'gradeid': '7428', 'schoolname': '南京市溧水区状元坊小学', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
94095 [{'pageno': 1, 'start': 0, 'classname': '（7）班', 'schoolid': '1060', 'isadmin': 0, 'classid': '2749', 'draw': 0, 'gradeid': '2729', 'schoolname': '徐州市民主路小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
94125 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '1', 'isadmin': 0, 'classid': '2123', 'draw': 0, 'gradeid': '2120', 'schoolname': '苏州紫橙实验学校', 'gradename': '初三', 'pageindex': 0, 'length': 10}]
94138 [{'pageno': 1, 'start': 0, 'classname': '二楼', 'schoolid': '5499', 'isadmin': 0, 'classid': '5574', 'draw': 0, 'gradeid': '5572', 'schoolname': '苏州湾实验小学', 'gradename': '公共区域大屏', 'pageindex': 0, 'length': 10}]
94140 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '910', 'isadmin': 0, 'classid': '7340', 'draw': 0, 'gradeid': '911', 'schoolname': '郑州市第二十四中学', 'gradename': '高二', 'pageindex': 0, 'length': 10}]
94174 [{'pageno': 1, 'start': 0, 'classname': '（8）班', 'schoolid': '854', 'isadmin': 0, 'classid': '7047', 'draw': 0, 'gradeid': '7046', 'schoolname': '苏州市金筑实验小学校', 'gradename': '一年级', 'pageindex': 0, 'length': 10}]
94184 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '810', 'isadmin': 0, 'classid': '6885', 'draw': 0, 'gradeid': '6881', 'schoolname': '江山市清湖高级中学', 'gradename': '高一11', 'pageindex': 0, 'length': 10}]
94188 [{'pageno': 1, 'start': 0, 'classname': '（1）', 'schoolid': '2495', 'isadmin': 0, 'classid': '2550', 'draw': 0, 'gradeid': '2544', 'schoolname': '江山市和睦小学', 'gradename': '六年级', 'pageindex': 0, 'length': 10}]
94212 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '1057', 'isadmin': 0, 'classid': '1244', 'draw': 0, 'gradeid': '1203', 'schoolname': '江苏省太仓高级中学', 'gradename': '高    三', 'pageindex': 0, 'length': 10}]
94326 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '867', 'isadmin': 0, 'classid': '870', 'draw': 0, 'gradeid': '868', 'schoolname': '无锡连元英禾双语学校', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
94327 [{'pageno': 1, 'start': 0, 'classname': '劳动技术教室（2）', 'schoolid': '2781', 'isadmin': 0, 'classid': '2861', 'draw': 0, 'gradeid': '2821', 'schoolname': '太仓市弇山小学', 'gradename': '雨晞楼', 'pageindex': 0, 'length': 10}]
94337 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '2117', 'isadmin': 0, 'classid': '2648', 'draw': 0, 'gradeid': '2626', 'schoolname': '徐州丰县广宇中英文学校', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
94339 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '1843', 'isadmin': 0, 'classid': '2564', 'draw': 0, 'gradeid': '2556', 'schoolname': '徐州高级中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
94346 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '5858', 'isadmin': 0, 'classid': '5982', 'draw': 0, 'gradeid': '5871', 'schoolname': '北京新东方扬州外国语学校', 'gradename': '八年级', 'pageindex': 0, 'length': 10}]
94370 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '5858', 'isadmin': 0, 'classid': '5917', 'draw': 0, 'gradeid': '5865', 'schoolname': '北京新东方扬州外国语学校', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
94376 [{'pageno': 1, 'start': 0, 'classname': '（14）班', 'schoolid': '947', 'isadmin': 0, 'classid': '1017', 'draw': 0, 'gradeid': '953', 'schoolname': '江苏省溧水高级中学', 'gradename': '流动教室', 'pageindex': 0, 'length': 10}]
94420 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '6058', 'isadmin': 0, 'classid': '6060', 'draw': 0, 'gradeid': '6059', 'schoolname': '扬州大学附属中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
94421 [{'pageno': 1, 'start': 0, 'classname': '（15）班', 'schoolid': '5600', 'isadmin': 0, 'classid': '5617', 'draw': 0, 'gradeid': '5601', 'schoolname': '射阳县初级中学', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
94423 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '2916', 'isadmin': 0, 'classid': '3028', 'draw': 0, 'gradeid': '3003', 'schoolname': '太仓市科教新城实验小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
94446 [{'pageno': 1, 'start': 0, 'classname': '一', 'schoolid': '2997', 'isadmin': 0, 'classid': '2999', 'draw': 0, 'gradeid': '2998', 'schoolname': '泰安师范附属学校', 'gradename': '未分班', 'pageindex': 0, 'length': 10}]
94468 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '3939', 'isadmin': 0, 'classid': '7038', 'draw': 0, 'gradeid': '7034', 'schoolname': '南京溧水区商业幼儿园', 'gradename': '小班', 'pageindex': 0, 'length': 10}]
94485 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '5736', 'isadmin': 0, 'classid': '5752', 'draw': 0, 'gradeid': '5739', 'schoolname': '台州市路桥区横街镇中学', 'gradename': '初三 ', 'pageindex': 0, 'length': 10}]
94493 [{'pageno': 1, 'start': 0, 'classname': '（12）班', 'schoolid': '904', 'isadmin': 0, 'classid': '1589', 'draw': 0, 'gradeid': '1573', 'schoolname': '南京市浦口区实验小学', 'gradename': '四年级', 'pageindex': 0, 'length': 10}]
94509 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '3943', 'isadmin': 0, 'classid': '4160', 'draw': 0, 'gradeid': '4153', 'schoolname': '南京溧水区工交幼儿园', 'gradename': '大班', 'pageindex': 0, 'length': 10}]
94555 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '7641', 'isadmin': 0, 'classid': '7652', 'draw': 0, 'gradeid': '7643', 'schoolname': '扬子一中松杨路分校', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
94579 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '4700', 'isadmin': 0, 'classid': '4704', 'draw': 0, 'gradeid': '4701', 'schoolname': '衢州新华学校', 'gradename': '初一', 'pageindex': 0, 'length': 10}]
94596 [{'pageno': 1, 'start': 0, 'classname': '（3）班', 'schoolid': '1439', 'isadmin': 0, 'classid': '1564', 'draw': 0, 'gradeid': '1442', 'schoolname': '广丰一中锐境学校', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
94628 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '4505', 'isadmin': 0, 'classid': '7216', 'draw': 0, 'gradeid': '7211', 'schoolname': '宜昌市西陵区铁路坝小学', 'gradename': '三年级', 'pageindex': 0, 'length': 10}]
94640 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '7329', 'isadmin': 0, 'classid': '7331', 'draw': 0, 'gradeid': '7330', 'schoolname': '南京师范大学附属中学江宁分校幼儿园', 'gradename': '测试', 'pageindex': 0, 'length': 10}]
94644 [{'pageno': 1, 'start': 0, 'classname': '17电商', 'schoolid': '6180', 'isadmin': 0, 'classid': '6914', 'draw': 0, 'gradeid': '6911', 'schoolname': '南京市溧水区溧水中专校', 'gradename': '文经部', 'pageindex': 0, 'length': 10}]
94649 [{'pageno': 1, 'start': 0, 'classname': '（27）班', 'schoolid': '1387', 'isadmin': 0, 'classid': '1523', 'draw': 0, 'gradeid': '1390', 'schoolname': '上饶市广丰一中', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
94657 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '854', 'isadmin': 0, 'classid': '859', 'draw': 0, 'gradeid': '855', 'schoolname': '苏州市金筑实验小学校', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
94713 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '2117', 'isadmin': 0, 'classid': '2178', 'draw': 0, 'gradeid': '2156', 'schoolname': '徐州丰县广宇中英文学校', 'gradename': '九年级', 'pageindex': 0, 'length': 10}]
94759 [{'pageno': 1, 'start': 0, 'classname': '（2）班', 'schoolid': '3744', 'isadmin': 0, 'classid': '4606', 'draw': 0, 'gradeid': '4581', 'schoolname': '南京市溧水区石湫镇中心小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
94768 [{'pageno': 1, 'start': 0, 'classname': '（22）班', 'schoolid': '1387', 'isadmin': 0, 'classid': '1418', 'draw': 0, 'gradeid': '1388', 'schoolname': '上饶市广丰一中', 'gradename': '高一', 'pageindex': 0, 'length': 10}]
94771 [{'pageno': 1, 'start': 0, 'classname': '（6）班', 'schoolid': '6037', 'isadmin': 0, 'classid': '6140', 'draw': 0, 'gradeid': '6123', 'schoolname': '太仓市浮桥中学', 'gradename': '八年级', 'pageindex': 0, 'length': 10}]
94785 [{'pageno': 1, 'start': 0, 'classname': '综高一(5)班', 'schoolid': '6180', 'isadmin': 0, 'classid': '7352', 'draw': 0, 'gradeid': '7347', 'schoolname': '南京市溧水区溧水中专校', 'gradename': '单招部', 'pageindex': 0, 'length': 10}]
94797 [{'pageno': 1, 'start': 0, 'classname': '（5）班', 'schoolid': '867', 'isadmin': 0, 'classid': '1170', 'draw': 0, 'gradeid': '868', 'schoolname': '无锡连元英禾双语学校', 'gradename': '二年级', 'pageindex': 0, 'length': 10}]
94810 [{'pageno': 1, 'start': 0, 'classname': '（9）班', 'schoolid': '947', 'isadmin': 0, 'classid': '984', 'draw': 0, 'gradeid': '949', 'schoolname': '江苏省溧水高级中学', 'gradename': '高三', 'pageindex': 0, 'length': 10}]
94831 [{'pageno': 1, 'start': 0, 'classname': '（1）班', 'schoolid': '3615', 'isadmin': 0, 'classid': '3687', 'draw': 0, 'gradeid': '3679', 'schoolname': '南京市金陵中学溧水分校', 'gradename': '初二', 'pageindex': 0, 'length': 10}]
94833 [{'pageno': 1, 'start': 0, 'classname': '18级2班', 'schoolid': '4885', 'isadmin': 0, 'classid': '4924', 'draw': 0, 'gradeid': '4918', 'schoolname': '衢州兴华中学', 'gradename': '2018', 'pageindex': 0, 'length': 10}]
94836 [{'pageno': 1, 'start': 0, 'classname': '（4）班', 'schoolid': '7512', 'isadmin': 0, 'classid': '7576', 'draw': 0, 'gradeid': '7517', 'schoolname': '南京溧水经济开发区小学', 'gradename': '五年级', 'pageindex': 0, 'length': 10}]
